,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,variant_id,quarter,year,orderquantity,unitprice,sales,view,add_to_cart,orderquantity_next_quarter,view_next_quarter,add_to_cart_next_quarter,best_seller_of_quarter,best_seller_next_quarter,add_to_cart_rate,cart_to_order_rate,conversion_rate,aov,order_growth,view_growth,add_to_cart_growth,aov_lag_1,add_to_cart_lag_1,orderquantity_lag_1,orderquantity_lag_2,orderquantity_lag_3,view_lag_1,order_3q_avg,order_6q_avg,view_3q_avg,add_to_cart_3q_avg
374,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,100.0,2.0,2009.0,33.0,1399750.0,1590.163,7553.0,110.0,16.0,0.0,0.0,0.0,0.0,0.0145637495035085,0.3,0.0043691248510525,48.186757575757575,0.4848484848484848,0.0,0.0,47.3756,25.0,5.0,,,2718.0,,,,
375,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,100.0,4.0,2009.0,16.0,1399750.0,818.0314999999999,12544.0,105.0,20.0,0.0,0.0,0.0,0.0,0.0083705357142857,0.1523809523809524,0.0012755102040816,51.12696875,1.25,0.0,0.0,48.186757575757575,110.0,33.0,5.0,,7553.0,18.0,,7605.0,80.0
376,376.0,376.0,376.0,376.0,376.0,376.0,376.0,376.0,376.0,376.0,376.0,376.0,376.0,100.0,3.0,2010.0,20.0,1399750.0,984.6315,3331.0,65.0,24.0,0.0,0.0,0.0,0.0,0.0195136595616931,0.3076923076923077,0.0060042029420594,49.231575,1.2,0.0,0.0,51.12696875,105.0,16.0,33.0,5.0,12544.0,23.0,,7809.333333333333,93.33333333333331
377,377.0,377.0,377.0,377.0,377.0,377.0,377.0,377.0,377.0,377.0,377.0,377.0,377.0,100.0,4.0,2010.0,24.0,1399750.0,1155.5835,4345.0,125.0,57.0,0.0,0.0,0.0,0.0,0.0287686996547756,0.192,0.0055235903337169,48.1493125,2.375,0.0,0.0,49.231575,65.0,20.0,16.0,33.0,3331.0,20.0,,6740.0,98.33333333333331
378,378.0,378.0,378.0,378.0,378.0,378.0,378.0,378.0,378.0,378.0,378.0,378.0,378.0,100.0,2.0,2011.0,57.0,1399750.0,2552.3035,16822.0,190.0,47.0,0.0,0.0,0.0,0.0,0.0112947330876233,0.3,0.003388419926287,44.77725438596491,0.8245614035087719,0.0,0.0,48.1493125,125.0,24.0,20.0,16.0,4345.0,33.666666666666664,25.83333333333333,8166.0,126.66666666666669
379,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,100.0,1.0,2012.0,47.0,1399750.0,2236.9365,6504.0,179.0,46.0,0.0,0.0,0.0,0.0,0.0275215252152521,0.2625698324022346,0.0072263222632226,47.59439361702128,0.9787234042553192,0.0,0.0,44.77725438596491,190.0,57.0,24.0,20.0,16822.0,42.66666666666666,32.833333333333336,9223.666666666666,164.66666666666666
380,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,101.0,2.0,2010.0,15.0,2149750.0,1150.5345,4052.0,44.0,13.0,0.0,0.0,0.0,0.0,0.0108588351431391,0.3409090909090909,0.0037018756169792,76.7023,0.8666666666666667,0.0,0.0,,,,,,,,,,
381,381.0,381.0,381.0,381.0,381.0,381.0,381.0,381.0,381.0,381.0,381.0,381.0,381.0,101.0,1.0,2011.0,13.0,2149750.0,954.278,2354.0,41.0,3.0,0.0,0.0,0.0,0.0,0.0174171622769753,0.3170731707317073,0.0055225148683092,73.406,0.2307692307692307,0.0,0.0,76.7023,44.0,15.0,,,4052.0,,,,
382,382.0,382.0,382.0,382.0,382.0,382.0,382.0,382.0,382.0,382.0,382.0,382.0,382.0,101.0,2.0,2011.0,3.0,2149750.0,210.5025,1452.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0117079889807162,0.1764705882352941,0.0020661157024793,70.1675,0.6666666666666666,0.0,0.0,73.406,41.0,13.0,15.0,,2354.0,10.333333333333334,,2619.333333333333,34.0
383,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,101.0,3.0,2011.0,2.0,2149750.0,143.667,234.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0256410256410256,0.3333333333333333,0.0085470085470085,71.8335,10.0,0.0,0.0,70.1675,17.0,3.0,13.0,15.0,1452.0,6.0,,1346.6666666666667,21.33333333333333
384,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,101.0,4.0,2011.0,20.0,2149750.0,1429.088,6196.0,86.0,31.0,0.0,0.0,0.0,0.0,0.0138799225306649,0.2325581395348837,0.0032278889606197,71.45439999999999,1.55,0.0,0.0,71.8335,6.0,2.0,3.0,13.0,234.0,8.333333333333334,,2627.333333333333,36.333333333333336
385,385.0,385.0,385.0,385.0,385.0,385.0,385.0,385.0,385.0,385.0,385.0,385.0,385.0,101.0,1.0,2012.0,31.0,2149750.0,2080.035,3806.0,114.0,41.0,0.0,0.0,0.0,0.0,0.0299527062532842,0.2719298245614035,0.0081450341565948,67.09790322580645,1.3225806451612905,0.0,0.0,71.45439999999999,86.0,20.0,2.0,3.0,6196.0,17.666666666666668,14.0,3412.0,68.66666666666667
386,386.0,386.0,386.0,386.0,386.0,386.0,386.0,386.0,386.0,386.0,386.0,386.0,386.0,102.0,1.0,2009.0,52.0,899750.0,1556.061,15274.0,150.0,24.0,0.0,0.0,0.0,0.0,0.0098206101872463,0.3466666666666667,0.0034044781982453,29.924250000000004,0.4615384615384615,0.0,0.0,,,,,,,,,,
387,387.0,387.0,387.0,387.0,387.0,387.0,387.0,387.0,387.0,387.0,387.0,387.0,387.0,102.0,2.0,2009.0,24.0,899750.0,711.875,6876.0,155.0,45.0,0.0,0.0,0.0,0.0,0.0225421756835369,0.1548387096774193,0.0034904013961605,29.66145833333333,1.875,0.0,0.0,29.924250000000004,150.0,52.0,,,15274.0,,,,
388,388.0,388.0,388.0,388.0,388.0,388.0,388.0,388.0,388.0,388.0,388.0,388.0,388.0,102.0,3.0,2010.0,45.0,899750.0,1403.741,17445.0,197.0,28.0,0.0,0.0,0.0,0.0,0.011292633992548,0.2284263959390862,0.0025795356835769,31.194244444444443,0.6222222222222222,0.0,0.0,29.66145833333333,155.0,24.0,52.0,,6876.0,40.333333333333336,,13198.333333333334,167.33333333333334
389,389.0,389.0,389.0,389.0,389.0,389.0,389.0,389.0,389.0,389.0,389.0,389.0,389.0,102.0,4.0,2010.0,28.0,899750.0,881.501,13919.0,131.0,33.0,0.0,0.0,0.0,0.0,0.0094115956606078,0.2137404580152671,0.0020116387671528,31.48217857142857,1.1785714285714286,0.0,0.0,31.194244444444443,197.0,45.0,24.0,52.0,17445.0,32.333333333333336,,12746.666666666666,161.0
390,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,102.0,2.0,2011.0,33.0,899750.0,999.226,13989.0,141.0,17.0,0.0,0.0,0.0,0.0,0.0100793480591893,0.2340425531914893,0.0023589963542783,30.27957575757576,0.5151515151515151,0.0,0.0,31.48217857142857,131.0,28.0,45.0,24.0,13919.0,35.333333333333336,,15117.666666666666,156.33333333333334
391,391.0,391.0,391.0,391.0,391.0,391.0,391.0,391.0,391.0,391.0,391.0,391.0,391.0,102.0,4.0,2011.0,17.0,899750.0,524.212,5718.0,49.0,88.0,0.0,0.0,0.0,0.0,0.0085694298705841,0.3469387755102041,0.002973067506121,30.836,5.176470588235294,0.0,0.0,30.27957575757576,141.0,33.0,28.0,45.0,13989.0,26.0,33.166666666666664,11208.666666666666,107.0
392,392.0,392.0,392.0,392.0,392.0,392.0,392.0,392.0,392.0,392.0,392.0,392.0,392.0,104.0,1.0,2009.0,23.0,364000.0,324.28,2703.0,79.0,7.0,0.0,0.0,0.0,0.0,0.029226785053644,0.2911392405063291,0.0085090640029596,14.099130434782609,0.3043478260869565,0.0,0.0,,,,,,,,,,
393,393.0,393.0,393.0,393.0,393.0,393.0,393.0,393.0,393.0,393.0,393.0,393.0,393.0,104.0,3.0,2009.0,7.0,364000.0,104.2,1579.0,46.0,50.0,0.0,0.0,0.0,0.0,0.0291323622545915,0.1521739130434782,0.0044331855604813,14.885714285714286,7.142857142857143,0.0,0.0,14.099130434782609,79.0,23.0,,,2703.0,,,,
394,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,104.0,3.0,2010.0,50.0,364000.0,745.48,17786.0,277.0,19.0,0.0,0.0,0.0,0.0,0.0155740470032609,0.1805054151624548,0.0028111998200832,14.9096,0.38,0.0,0.0,14.885714285714286,46.0,7.0,23.0,,1579.0,26.666666666666668,,7356.0,134.0
395,395.0,395.0,395.0,395.0,395.0,395.0,395.0,395.0,395.0,395.0,395.0,395.0,395.0,106.0,1.0,2010.0,36.0,534500.0,711.1,5272.0,151.0,33.0,0.0,0.0,0.0,0.0,0.0286418816388467,0.23841059602649,0.0068285280728376,19.75277777777778,0.9166666666666666,0.0,0.0,,,,,,,,,,
396,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,106.0,2.0,2010.0,33.0,534500.0,750.86,8176.0,182.0,26.0,0.0,0.0,0.0,0.0,0.0222602739726027,0.1813186813186813,0.0040362035225048,22.75333333333333,0.7878787878787878,0.0,0.0,19.75277777777778,151.0,36.0,,,5272.0,,,,
397,397.0,397.0,397.0,397.0,397.0,397.0,397.0,397.0,397.0,397.0,397.0,397.0,397.0,107.0,3.0,2009.0,25.0,186250.0,185.64,9691.0,85.0,39.0,0.0,0.0,0.0,0.0,0.0087710246620575,0.2941176470588235,0.0025797131358992,7.425599999999999,1.56,0.0,0.0,,,,,,,,,,
398,398.0,398.0,398.0,398.0,398.0,398.0,398.0,398.0,398.0,398.0,398.0,398.0,398.0,107.0,1.0,2010.0,39.0,186250.0,314.26,11981.0,199.0,15.0,0.0,0.0,0.0,0.0,0.0166096319172022,0.1959798994974874,0.0032551539938235,8.057948717948717,0.3846153846153846,0.0,0.0,7.425599999999999,85.0,25.0,,,9691.0,,,,
399,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,110.0,1.0,2009.0,11.0,134500.0,68.5,1138.0,32.0,48.0,0.0,0.0,0.0,0.0,0.0281195079086115,0.34375,0.0096660808435852,6.227272727272728,4.363636363636363,0.0,0.0,,,,,,,,,,
400,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,110.0,1.0,2010.0,48.0,134500.0,280.87,22596.0,213.0,50.0,0.0,0.0,0.0,0.0,0.0094264471587891,0.2253521126760563,0.0021242697822623,5.851458333333333,1.0416666666666667,0.0,0.0,6.227272727272728,32.0,11.0,,,1138.0,,,,
401,401.0,401.0,401.0,401.0,401.0,401.0,401.0,401.0,401.0,401.0,401.0,401.0,401.0,111.0,2.0,2009.0,14.0,743500.0,422.83,2880.0,73.0,25.0,0.0,0.0,0.0,0.0,0.0253472222222222,0.1917808219178082,0.0048611111111111,30.202142857142857,1.7857142857142858,0.0,0.0,,,,,,,,,,
402,402.0,402.0,402.0,402.0,402.0,402.0,402.0,402.0,402.0,402.0,402.0,402.0,402.0,111.0,1.0,2010.0,25.0,743500.0,802.19,5251.0,75.0,4.0,0.0,0.0,0.0,0.0,0.0142829937154827,0.3333333333333333,0.0047609979051609,32.0876,0.16,0.0,0.0,30.202142857142857,73.0,14.0,,,2880.0,,,,
403,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,111.0,2.0,2010.0,4.0,743500.0,127.56,1071.0,17.0,19.0,0.0,0.0,0.0,0.0,0.0158730158730158,0.2352941176470588,0.003734827264239,31.89,4.75,0.0,0.0,32.0876,75.0,25.0,14.0,,5251.0,14.333333333333334,,3067.333333333333,55.0
404,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,111.0,3.0,2010.0,19.0,743500.0,545.71,2447.0,55.0,34.0,0.0,0.0,0.0,0.0,0.0224765018389865,0.3454545454545454,0.0077646097261953,28.721578947368425,1.7894736842105263,0.0,0.0,31.89,17.0,4.0,25.0,14.0,1071.0,16.0,,2923.0,49.0
405,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,111.0,4.0,2010.0,34.0,743500.0,971.95,6793.0,184.0,31.0,0.0,0.0,0.0,0.0,0.027086706904166,0.1847826086956521,0.0050051523627263,28.58676470588236,0.9117647058823528,0.0,0.0,28.721578947368425,55.0,19.0,4.0,25.0,2447.0,19.0,,3437.0,85.33333333333333
406,406.0,406.0,406.0,406.0,406.0,406.0,406.0,406.0,406.0,406.0,406.0,406.0,406.0,113.0,3.0,2009.0,5.0,95250.0,24.09,702.0,17.0,41.0,0.0,0.0,0.0,0.0,0.0242165242165242,0.2941176470588235,0.0071225071225071,4.818,8.2,0.0,0.0,,,,,,,,,,
407,407.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,113.0,3.0,2010.0,41.0,95250.0,152.28,16065.0,121.0,43.0,0.0,0.0,0.0,0.0,0.0075319016495487,0.3388429752066115,0.0025521319638966,3.714146341463415,1.048780487804878,0.0,0.0,4.818,17.0,5.0,,,702.0,,,,
408,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,113.0,1.0,2011.0,43.0,95250.0,170.88,7093.0,150.0,69.0,0.0,0.0,0.0,0.0,0.0211476103200338,0.2866666666666667,0.0060623149584097,3.973953488372093,1.6046511627906976,0.0,0.0,3.714146341463415,121.0,41.0,5.0,,16065.0,29.666666666666668,,7953.333333333333,96.0
409,409.0,409.0,409.0,409.0,409.0,409.0,409.0,409.0,409.0,409.0,409.0,409.0,409.0,115.0,1.0,2009.0,35.0,122750.0,187.84,11395.0,119.0,22.0,0.0,0.0,0.0,0.0,0.0104431768319438,0.2941176470588235,0.0030715225976305,5.366857142857143,0.6285714285714286,0.0,0.0,,,,,,,,,,
410,410.0,410.0,410.0,410.0,410.0,410.0,410.0,410.0,410.0,410.0,410.0,410.0,410.0,115.0,4.0,2009.0,22.0,122750.0,118.56,3052.0,68.0,119.0,0.0,0.0,0.0,0.0,0.0222804718217562,0.3235294117647059,0.0072083879423328,5.38909090909091,5.409090909090909,0.0,0.0,5.366857142857143,119.0,35.0,,,11395.0,,,,
411,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,115.0,4.0,2010.0,119.0,122750.0,605.78,49326.0,634.0,38.0,0.0,0.0,0.0,0.0,0.0128532619713741,0.1876971608832807,0.0024125207801159,5.090588235294118,0.3193277310924369,0.0,0.0,5.38909090909091,68.0,22.0,35.0,,3052.0,58.66666666666666,,21257.666666666668,273.6666666666667
412,412.0,412.0,412.0,412.0,412.0,412.0,412.0,412.0,412.0,412.0,412.0,412.0,412.0,115.0,1.0,2011.0,38.0,122750.0,188.38,7727.0,123.0,22.0,0.0,0.0,0.0,0.0,0.0159182088779604,0.3089430894308943,0.0049178206289633,4.957368421052632,0.5789473684210527,0.0,0.0,5.090588235294118,634.0,119.0,22.0,35.0,49326.0,59.66666666666666,,20035.0,275.0
413,413.0,413.0,413.0,413.0,413.0,413.0,413.0,413.0,413.0,413.0,413.0,413.0,413.0,116.0,4.0,2009.0,25.0,361250.0,378.9,3549.0,79.0,49.0,0.0,0.0,0.0,0.0,0.0222597914905607,0.3164556962025316,0.0070442378134685,15.156,1.96,0.0,0.0,,,,,,,,,,
414,414.0,414.0,414.0,414.0,414.0,414.0,414.0,414.0,414.0,414.0,414.0,414.0,414.0,116.0,2.0,2010.0,49.0,361250.0,657.94,47298.0,292.0,33.0,0.0,0.0,0.0,0.0,0.0061736225633219,0.1678082191780822,0.0010359846082286,13.42734693877551,0.673469387755102,0.0,0.0,15.156,79.0,25.0,,,3549.0,,,,
415,415.0,415.0,415.0,415.0,415.0,415.0,415.0,415.0,415.0,415.0,415.0,415.0,415.0,116.0,4.0,2010.0,33.0,361250.0,463.42,4713.0,107.0,42.0,0.0,0.0,0.0,0.0,0.0227031614682792,0.308411214953271,0.0070019096117122,14.043030303030305,1.2727272727272727,0.0,0.0,13.42734693877551,292.0,49.0,25.0,,47298.0,35.666666666666664,,18520.0,159.33333333333334
416,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,116.0,1.0,2011.0,42.0,361250.0,619.77,14388.0,235.0,7.0,0.0,0.0,0.0,0.0,0.016333055323881,0.1787234042553191,0.0029190992493744,14.756428571428572,0.1666666666666666,0.0,0.0,14.043030303030305,107.0,33.0,49.0,25.0,4713.0,41.333333333333336,,22133.0,211.3333333333333
417,417.0,417.0,417.0,417.0,417.0,417.0,417.0,417.0,417.0,417.0,417.0,417.0,417.0,116.0,3.0,2011.0,7.0,361250.0,105.94,1347.0,28.0,19.0,0.0,0.0,0.0,0.0,0.0207869339272457,0.25,0.0051967334818114,15.134285714285712,2.7142857142857144,0.0,0.0,14.756428571428572,235.0,42.0,33.0,49.0,14388.0,27.33333333333333,,6816.0,123.33333333333331
418,418.0,418.0,418.0,418.0,418.0,418.0,418.0,418.0,418.0,418.0,418.0,418.0,418.0,116.0,4.0,2011.0,19.0,361250.0,267.0,12429.0,83.0,16.0,0.0,0.0,0.0,0.0,0.0066779306460696,0.2289156626506024,0.0015286829189798,14.052631578947368,0.8421052631578947,0.0,0.0,15.134285714285712,28.0,7.0,42.0,33.0,1347.0,22.666666666666668,29.166666666666668,9388.0,115.33333333333331
419,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,116.0,2.0,2012.0,16.0,361250.0,226.81,3836.0,59.0,38.0,0.0,0.0,0.0,0.0,0.0153806047966631,0.2711864406779661,0.0041710114702815,14.175625,2.375,0.0,0.0,14.052631578947368,83.0,19.0,7.0,42.0,12429.0,14.0,27.666666666666668,5870.666666666667,56.66666666666666
420,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,118.0,2.0,2009.0,1.0,1100250.0,46.94,232.0,6.0,37.0,0.0,0.0,0.0,0.0,0.0258620689655172,0.1666666666666666,0.0043103448275862,46.94,37.0,0.0,0.0,,,,,,,,,,
421,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,120.0,4.0,2010.0,15.0,69500.0,43.96,7386.0,50.0,6.0,0.0,0.0,0.0,0.0,0.0067695640400758,0.3,0.0020308692120227,2.9306666666666668,0.4,0.0,0.0,,,,,,,,,,
422,422.0,422.0,422.0,422.0,422.0,422.0,422.0,422.0,422.0,422.0,422.0,422.0,422.0,120.0,1.0,2011.0,6.0,69500.0,17.0,1719.0,23.0,42.0,0.0,0.0,0.0,0.0,0.0133798720186154,0.2608695652173913,0.0034904013961605,2.833333333333333,7.0,0.0,0.0,2.9306666666666668,50.0,15.0,,,7386.0,,,,
423,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,121.0,1.0,2010.0,3.0,93500.0,15.88,1161.0,17.0,21.0,0.0,0.0,0.0,0.0,0.0146425495262704,0.1764705882352941,0.0025839793281653,5.293333333333334,7.0,0.0,0.0,,,,,,,,,,
424,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,122.0,1.0,2009.0,39.0,82250.0,121.87,22433.0,185.0,75.0,0.0,0.0,0.0,0.0,0.0082467792983551,0.2108108108108108,0.001738510230464,3.124871794871795,1.9230769230769231,0.0,0.0,,,,,,,,,,
425,425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,122.0,3.0,2009.0,75.0,82250.0,237.3,10231.0,270.0,25.0,0.0,0.0,0.0,0.0,0.0263903821718307,0.2777777777777778,0.0073306617143974,3.164,0.3333333333333333,0.0,0.0,3.124871794871795,185.0,39.0,,,22433.0,,,,
426,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,122.0,1.0,2010.0,25.0,82250.0,79.37,4906.0,81.0,17.0,0.0,0.0,0.0,0.0,0.0165103954341622,0.3086419753086419,0.0050958010599266,3.1748000000000003,0.68,0.0,0.0,3.164,270.0,75.0,39.0,,10231.0,46.333333333333336,,12523.333333333334,178.66666666666666
427,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,122.0,2.0,2010.0,17.0,82250.0,58.86,9327.0,71.0,9.0,0.0,0.0,0.0,0.0,0.007612308352096,0.2394366197183098,0.0018226653800793,3.46235294117647,0.5294117647058824,0.0,0.0,3.1748000000000003,81.0,25.0,75.0,39.0,4906.0,39.0,,8154.666666666667,140.66666666666666
428,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,122.0,3.0,2010.0,9.0,82250.0,30.65,8004.0,49.0,2.0,0.0,0.0,0.0,0.0,0.0061219390304847,0.1836734693877551,0.0011244377811094,3.4055555555555554,0.2222222222222222,0.0,0.0,3.46235294117647,71.0,17.0,25.0,75.0,9327.0,17.0,,7412.333333333333,67.0
429,429.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0,122.0,1.0,2011.0,2.0,82250.0,7.98,675.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0177777777777777,0.1666666666666666,0.0029629629629629,3.99,38.5,0.0,0.0,3.4055555555555554,49.0,9.0,17.0,25.0,8004.0,9.333333333333334,27.83333333333333,6002.0,44.0
430,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,122.0,2.0,2011.0,77.0,82250.0,260.64,12299.0,358.0,4.0,0.0,0.0,0.0,0.0,0.0291080575656557,0.2150837988826815,0.006260671599317,3.384935064935065,0.0519480519480519,0.0,0.0,3.99,12.0,2.0,9.0,17.0,675.0,29.33333333333333,34.166666666666664,6992.666666666667,139.66666666666666
431,431.0,431.0,431.0,431.0,431.0,431.0,431.0,431.0,431.0,431.0,431.0,431.0,431.0,122.0,3.0,2011.0,4.0,82250.0,14.75,828.0,12.0,99.0,0.0,0.0,0.0,0.0,0.0144927536231884,0.3333333333333333,0.0048309178743961,3.6875,24.75,0.0,0.0,3.384935064935065,358.0,77.0,2.0,9.0,12299.0,27.666666666666668,22.33333333333333,4600.666666666667,127.33333333333331
432,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,123.0,1.0,2009.0,22.0,171000.0,169.95,3157.0,70.0,29.0,0.0,0.0,0.0,0.0,0.0221729490022172,0.3142857142857143,0.0069686411149825,7.725,1.318181818181818,0.0,0.0,,,,,,,,,,
433,433.0,433.0,433.0,433.0,433.0,433.0,433.0,433.0,433.0,433.0,433.0,433.0,433.0,123.0,4.0,2009.0,29.0,171000.0,194.29,3489.0,86.0,1.0,0.0,0.0,0.0,0.0,0.0246488965319575,0.3372093023255814,0.0083118372026368,6.6996551724137925,0.0344827586206896,0.0,0.0,7.725,70.0,22.0,,,3157.0,,,,
434,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,123.0,1.0,2010.0,1.0,171000.0,15.0,484.0,6.0,5.0,0.0,0.0,0.0,0.0,0.012396694214876,0.1666666666666666,0.0020661157024793,15.0,5.0,0.0,0.0,6.6996551724137925,86.0,29.0,22.0,,3489.0,17.333333333333332,,2376.6666666666665,54.0
435,435.0,435.0,435.0,435.0,435.0,435.0,435.0,435.0,435.0,435.0,435.0,435.0,435.0,123.0,2.0,2010.0,5.0,171000.0,42.89,883.0,21.0,50.0,0.0,0.0,0.0,0.0,0.0237825594563986,0.238095238095238,0.0056625141562853,8.578,10.0,0.0,0.0,15.0,6.0,1.0,29.0,22.0,484.0,11.666666666666666,,1618.6666666666667,37.66666666666666
436,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,123.0,1.0,2011.0,50.0,171000.0,343.26,11510.0,249.0,40.0,0.0,0.0,0.0,0.0,0.0216333622936576,0.2008032128514056,0.0043440486533449,6.8652,0.8,0.0,0.0,8.578,21.0,5.0,1.0,29.0,883.0,18.666666666666668,,4292.333333333333,92.0
437,437.0,437.0,437.0,437.0,437.0,437.0,437.0,437.0,437.0,437.0,437.0,437.0,437.0,123.0,2.0,2011.0,40.0,171000.0,301.12,7198.0,201.0,8.0,0.0,0.0,0.0,0.0,0.0279244234509586,0.1990049751243781,0.0055570991942206,7.528,0.2,0.0,0.0,6.8652,249.0,50.0,5.0,1.0,11510.0,31.666666666666668,24.5,6530.333333333333,157.0
438,438.0,438.0,438.0,438.0,438.0,438.0,438.0,438.0,438.0,438.0,438.0,438.0,438.0,123.0,1.0,2012.0,8.0,171000.0,64.1,1665.0,39.0,46.0,0.0,0.0,0.0,0.0,0.0234234234234234,0.2051282051282051,0.0048048048048048,8.0125,5.75,0.0,0.0,7.528,201.0,40.0,50.0,5.0,7198.0,32.666666666666664,22.166666666666668,6791.0,163.0
439,439.0,439.0,439.0,439.0,439.0,439.0,439.0,439.0,439.0,439.0,439.0,439.0,439.0,124.0,3.0,2009.0,19.0,393250.0,297.98,2863.0,73.0,61.0,0.0,0.0,0.0,0.0,0.0254977296542088,0.2602739726027397,0.0066363953894516,15.683157894736842,3.210526315789474,0.0,0.0,,,,,,,,,,
440,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,125.0,2.0,2009.0,34.0,347500.0,482.93,5657.0,137.0,16.0,0.0,0.0,0.0,0.0,0.0242177832773554,0.2481751824817518,0.0060102527841612,14.203823529411764,0.4705882352941176,0.0,0.0,,,,,,,,,,
441,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,125.0,4.0,2009.0,16.0,347500.0,224.47,16152.0,98.0,41.0,0.0,0.0,0.0,0.0,0.0060673600792471,0.1632653061224489,0.0009905894006934,14.029375,2.5625,0.0,0.0,14.203823529411764,137.0,34.0,,,5657.0,,,,
442,442.0,442.0,442.0,442.0,442.0,442.0,442.0,442.0,442.0,442.0,442.0,442.0,442.0,127.0,3.0,2009.0,85.0,324500.0,1094.04,13017.0,343.0,34.0,0.0,0.0,0.0,0.0,0.0263501574863639,0.2478134110787172,0.0065299224091572,12.871058823529411,0.4,0.0,0.0,,,,,,,,,,
443,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,127.0,4.0,2009.0,34.0,324500.0,459.08,6630.0,164.0,20.0,0.0,0.0,0.0,0.0,0.02473604826546,0.2073170731707317,0.0051282051282051,13.50235294117647,0.5882352941176471,0.0,0.0,12.871058823529411,343.0,85.0,,,13017.0,,,,
444,444.0,444.0,444.0,444.0,444.0,444.0,444.0,444.0,444.0,444.0,444.0,444.0,444.0,127.0,2.0,2010.0,20.0,324500.0,257.34,2349.0,64.0,11.0,0.0,0.0,0.0,0.0,0.0272456364410387,0.3125,0.0085142613878246,12.867,0.55,0.0,0.0,13.50235294117647,164.0,34.0,85.0,,6630.0,46.333333333333336,,7332.0,190.3333333333333
