variant_id,orderquantity,unitprice,view,add_to_cart,best_seller_of_month,best_seller_next_month
1052,33,48.91,82,33,False,False
1061,5,205.99,9,5,False,False
1065,45,70.97,90,50,False,False
1070,13,35.94,34,15,False,False
1071,27,90.48,47,31,False,False
1073,3,99.99,9,3,False,False
1080,11,3.98,28,11,False,False
1092,27,22.24,28,31,False,False
1094,9,29.89,20,9,False,False
1110,38,7.1,40,38,False,False
1119,2,5.43,5,2,False,False
1128,23,35.44,31,26,False,False
1129,25,12.28,54,25,False,False
1134,40,55.48,40,42,False,False
1136,2,38.76,4,2,False,False
1154,45,48.94,118,50,False,False
1158,20,4.98,29,21,False,False
1163,41,5.28,46,45,False,False
1164,44,22.84,79,49,False,False
1170,29,26.38,31,32,False,False
1174,23,18.97,33,27,False,False
1176,43,54.96,110,50,False,False
1188,2,5.78,6,2,False,False
1195,7,30.98,12,7,False,False
1200,42,6.48,56,50,False,False
1203,25,30.98,59,27,False,False
1208,36,5.98,63,36,False,False
1209,2,6.48,4,2,False,False
1214,16,4.28,41,19,False,False
1218,11,6.48,18,13,False,False
1219,26,6.48,63,28,False,False
1241,31,6.48,36,34,False,False
1250,61,49.99,175,68,True,False
1257,13,205.99,18,15,False,False
16,66,20.99,151,79,True,False
21,42,65.99,91,50,False,False
22,41,24.98,89,45,False,False
27,42,115.99,116,46,False,False
43,44,65.99,77,47,False,False
87,7,20.99,8,7,False,False
92,47,55.99,132,49,False,False
93,11,85.99,21,13,False,False
107,39,7.45,110,39,False,False
110,48,5.38,128,53,True,False
123,1,6.84,3,1,False,False
125,41,13.9,54,45,False,False
128,9,10.23,21,9,False,False
149,36,2.18,96,42,False,False
153,50,83.93,57,58,True,False
156,9,83.98,26,9,False,False
158,27,2.18,49,28,False,False
159,3,15.23,3,3,False,False
170,11,180.98,12,13,False,False
177,1,3.08,2,1,False,False
189,26,2.89,51,31,False,False
191,13,10.35,16,13,False,False
195,54,4.91,93,57,True,False
196,32,6.3,76,35,False,False
214,31,3.85,73,31,False,False
220,6,4.49,15,7,False,False
221,42,3.58,47,43,False,False
247,32,10.89,38,38,False,False
254,17,42.98,17,17,False,False
265,12,146.34,34,12,False,False
268,46,1.48,82,46,False,False
270,1,29.17,1,1,False,False
278,19,2.67,26,22,False,False
279,22,39.98,44,25,False,False
294,45,400.98,83,46,False,False
304,30,150.98,42,33,False,False
305,33,100.98,48,35,False,False
314,49,599.99,91,54,True,False
320,34,199.99,69,36,False,False
323,5,449.99,8,5,False,False
328,29,8.69,56,34,False,False
333,68,67.28,107,77,True,False
337,32,217.85,62,36,False,False
344,26,37.76,32,27,False,False
348,8,56.96,12,9,False,False
349,29,16.16,47,34,False,False
352,70,3.28,89,79,True,False
357,47,5.77,114,50,False,False
366,14,2.58,36,15,False,False
367,37,5.58,86,42,False,False
382,11,41.32,28,13,False,False
384,11,92.23,25,13,False,False
385,47,29.18,95,52,False,False
396,19,3.8,41,22,False,False
399,33,4.0,52,33,False,False
421,46,28.28,74,48,False,False
438,34,2.08,82,37,False,False
458,37,50.98,81,39,False,False
467,39,22.23,41,46,False,False
470,2,30.73,6,2,False,False
474,15,31.98,19,18,False,False
490,13,13.43,38,15,False,False
495,28,193.17,58,33,False,False
496,48,95.43,112,56,False,False
510,33,2.12,60,38,False,False
557,5,122.99,8,5,False,False
560,8,200.98,24,8,False,False
565,46,500.98,50,50,False,False
572,6,5.78,17,7,False,False
574,31,4.98,67,36,False,False
589,34,200.97,78,39,False,False
591,32,500.98,66,34,False,False
600,15,68.81,22,15,False,False
612,73,113.98,76,76,True,False
615,19,120.98,51,21,False,False
632,24,4.48,66,26,False,False
635,3,289.53,5,3,False,False
649,9,20.89,16,10,False,False
652,38,35.77,73,38,False,False
654,50,172.99,51,60,True,False
661,11,120.33,29,11,False,False
672,37,8.46,80,42,False,False
679,32,4.77,63,37,False,False
687,15,45.99,28,18,False,False
695,48,207.48,105,52,True,False
707,3,71.37,3,3,False,False
708,15,142.86,30,18,False,False
717,26,33.98,53,30,False,False
723,45,80.98,82,48,False,False
727,48,19.94,143,56,True,False
736,35,5.28,50,42,False,False
745,27,12.97,28,31,False,False
750,47,31.78,118,50,False,False
753,24,9.78,71,27,False,False
761,40,20.97,64,44,False,False
763,36,39.98,59,42,False,False
769,38,104.85,103,45,False,False
795,43,3.28,88,43,False,False
797,1,2.88,1,1,False,False
798,35,3.28,98,40,False,False
800,25,4.57,56,28,False,False
810,35,58.14,53,37,False,True
815,39,120.98,80,45,False,False
835,3,3502.14,7,3,False,False
840,25,34.58,62,29,False,False
841,5,264.98,5,5,False,False
842,29,145.45,86,31,False,False
845,48,517.48,72,55,True,False
862,32,12.21,76,38,False,False
863,47,17.7,133,51,False,False
868,12,30.44,28,12,False,False
878,23,5.84,37,23,False,False
895,33,880.98,46,37,False,False
896,2,2.74,3,2,False,False
921,21,2.1,63,23,False,False
922,33,6.68,36,38,False,False
933,32,370.98,33,32,False,False
940,1,3.14,2,1,False,False
942,26,17.78,74,30,False,False
947,33,13.99,83,38,False,False
957,6,204.1,14,7,False,False
983,29,4.98,58,34,False,False
1002,82,115.99,112,91,True,False
1007,10,65.99,22,10,False,False
1039,34,19.99,37,36,False,False
1044,47,107.53,113,53,False,False
1048,44,16.91,115,52,False,False
1050,7,20.34,17,8,False,False
1070,13,35.94,20,15,False,False
1092,12,22.24,23,14,False,False
1098,48,8.37,101,52,True,True
1116,26,5.8,66,29,False,False
1121,17,6.69,39,19,False,False
1124,12,9.68,30,13,False,False
1137,47,40.99,131,52,False,False
1142,55,6.68,64,62,True,False
1155,23,48.91,45,26,False,False
1159,1,6.68,3,1,False,False
1160,6,5.78,8,6,False,False
1165,13,5.98,35,14,False,False
1169,28,55.98,46,29,False,False
1173,19,47.9,44,21,False,False
1174,24,18.97,46,24,False,False
1184,24,4.98,35,26,False,False
1187,42,6.68,88,50,False,False
1202,7,5.78,21,7,False,False
1209,4,6.48,9,4,False,False
1218,32,6.48,58,36,False,False
1225,43,6.48,117,45,False,False
1229,19,6.48,28,19,False,False
1231,21,6.48,46,22,False,False
1236,10,6.48,30,10,False,False
1237,17,6.48,31,19,False,False
1261,23,65.99,67,25,False,False
5,62,15.74,125,65,True,False
13,43,2.6,61,50,False,False
19,12,200.99,23,12,False,False
29,33,294.62,67,35,False,False
33,18,85.99,40,21,False,False
75,3,99.99,4,3,False,False
78,15,85.99,22,15,False,False
89,8,55.99,24,9,False,False
90,2,20.99,3,2,False,False
106,36,21.38,57,43,False,False
111,25,29.74,52,29,False,False
112,39,20.98,49,40,False,False
121,3,3.74,7,3,False,False
122,25,3.29,53,25,False,False
138,3,5.88,5,3,False,True
143,28,59.76,70,28,False,False
145,1,3.95,2,1,False,False
147,24,12.2,53,25,False,False
159,21,15.23,33,21,False,False
160,18,7.3,18,19,False,False
165,39,5.28,108,46,False,False
171,3,4.13,3,3,False,False
176,18,6.3,25,21,False,False
177,5,3.08,7,5,False,False
179,31,2.88,62,33,False,False
194,51,2.88,97,60,True,False
198,40,3.08,52,43,False,False
199,5,2.88,13,6,False,False
212,31,1.95,49,31,False,False
221,39,3.58,58,40,False,False
228,21,40.98,59,24,False,False
237,35,1.26,74,41,False,False
239,26,138.75,53,31,False,False
240,41,3.57,66,46,False,False
252,31,30.98,48,32,False,False
257,11,48.58,14,13,False,False
258,34,7.99,36,34,False,False
260,88,124.49,122,90,True,False
269,45,5.74,77,45,False,False
277,8,9.11,8,9,False,False
289,17,28.15,29,20,False,False
290,14,30.98,36,16,False,False
297,38,1.98,105,45,False,False
299,31,16.98,36,32,False,False
313,30,9.99,61,34,False,False
317,41,51.98,81,47,False,False
328,2,8.69,2,2,False,False
330,34,80.98,93,39,False,False
331,18,80.98,30,21,False,False
353,6,9.48,16,6,False,False
365,12,13.73,32,14,False,False
371,42,4.98,78,48,False,False
390,1,9.11,3,1,False,False
404,24,105.29,64,25,False,False
415,30,9.65,54,33,False,False
416,25,19.04,42,27,False,False
417,42,4.14,53,47,False,False
423,29,1.74,31,34,False,False
425,25,12.44,35,25,False,False
442,14,194.3,28,14,False,False
453,31,500.97,38,33,False,False
456,18,6.48,35,21,False,False
470,20,30.73,45,22,False,False
473,34,64.98,101,34,False,False
474,45,31.98,134,53,False,False
476,3,20.95,7,3,False,False
482,25,30.42,72,27,False,False
488,43,387.99,122,46,False,False
491,39,48.92,42,39,False,False
492,40,111.03,117,47,False,False
493,41,55.94,67,46,False,False
531,37,12.53,74,44,False,False
533,4,34.54,11,4,False,False
544,33,14.98,89,35,False,False
545,12,99.23,29,14,False,False
546,4,11.19,5,4,False,False
573,42,9.99,50,43,False,False
574,3,4.98,5,3,False,False
582,30,599.99,60,30,False,False
583,33,119.99,93,39,False,False
602,61,280.98,153,63,True,False
606,1,291.73,1,1,False,False
611,23,296.18,26,27,False,False
616,23,226.67,36,25,False,False
617,10,70.98,13,10,False,False
622,31,320.98,42,36,False,False
631,4,7.77,10,4,False,False
640,8,78.69,13,9,False,False
660,15,39.06,31,17,False,False
674,4,60.98,12,4,False,False
717,40,33.98,52,41,False,False
721,5,100.98,11,6,False,False
735,32,12.88,67,33,False,False
745,8,12.97,12,9,False,False
753,31,9.78,71,35,False,False
759,34,82.99,81,35,False,True
761,10,20.97,25,12,False,False
762,47,30.97,64,51,True,False
773,2,11.55,2,2,False,False
791,34,3.28,81,35,False,False
792,52,2.94,114,61,True,False
794,12,2.88,19,13,False,False
795,21,3.28,45,25,False,False
810,54,58.14,113,62,True,False
814,27,130.98,29,28,False,False
818,46,3.49,79,55,False,False
823,27,180.98,58,29,False,False
826,49,90.98,144,58,True,False
829,21,306.14,27,25,False,False
855,1,4.71,1,1,False,False
862,36,12.21,104,40,False,False
863,13,17.7,24,15,False,False
890,46,7.64,63,54,False,False
895,2,880.98,6,2,False,False
912,34,7.08,76,38,False,False
918,44,40.97,65,50,False,False
924,5,37.44,15,6,False,False
931,45,114.98,90,49,False,False
936,2,7.31,2,2,False,False
946,44,499.99,57,46,False,False
950,48,70.98,89,49,True,False
951,38,419.19,85,38,False,False
962,23,19.98,53,26,False,False
975,4,8.67,4,4,False,False
981,21,35.44,56,25,False,False
983,18,4.98,53,21,False,False
1019,9,110.99,10,10,False,False
1023,50,95.99,87,59,True,False
1027,8,10.01,12,9,False,False
1031,29,65.99,37,29,False,False
1036,29,40.98,74,34,False,False
1040,31,105.98,35,33,False,False
1053,28,20.98,83,31,False,False
1060,9,125.99,24,10,False,False
1077,49,4.91,53,51,True,False
1078,36,4.89,94,41,False,False
1079,12,5.98,31,12,False,False
1091,5,39.24,15,5,False,False
1096,30,37.7,89,36,False,False
1098,47,8.37,100,55,True,False
1101,45,10.94,53,54,False,False
1102,26,40.99,45,28,False,False
1104,27,5.28,44,30,False,False
1110,19,7.1,52,22,False,False
1117,50,6.54,129,53,True,False
1128,37,35.44,41,37,False,False
1130,10,55.98,27,12,False,False
1135,15,48.91,42,17,False,False
1140,41,9.99,106,48,False,False
1143,12,5.78,15,13,False,False
1145,1,4.98,2,1,False,False
1157,19,5.98,37,22,False,True
1175,13,55.48,15,15,False,False
1179,48,9.99,72,53,True,False
1180,39,4.98,54,44,False,False
1187,36,6.68,74,37,False,False
1189,21,4.98,24,25,False,False
1190,42,4.28,46,50,False,False
1192,19,22.84,32,19,False,False
1204,44,4.98,125,49,False,False
1206,48,5.28,60,54,True,False
1207,37,22.84,88,40,False,False
1220,29,6.48,36,32,False,False
1230,50,6.48,133,52,True,False
1231,35,6.48,95,38,False,False
1232,26,6.48,65,26,False,False
1233,15,6.48,32,18,False,False
1254,14,125.99,31,16,False,False
1261,7,65.99,20,7,False,False
9,10,2.89,16,12,False,False
13,2,2.6,6,2,False,False
24,32,210.55,60,33,False,False
39,44,136.98,65,51,False,False
45,31,65.99,53,35,False,False
46,27,115.99,65,27,False,False
53,8,115.99,21,8,False,False
60,8,115.99,11,8,False,False
65,12,65.99,17,13,False,False
67,15,65.99,24,16,False,False
80,20,20.99,30,20,False,False
84,48,20.99,51,56,False,False
89,36,55.99,88,42,False,False
98,35,85.99,42,39,False,False
112,14,20.98,16,15,False,False
128,22,10.23,34,25,False,False
130,16,8.34,41,17,False,False
137,25,5.68,38,28,False,False
138,49,5.88,103,49,True,False
159,19,15.23,51,19,False,False
162,11,7.28,14,13,False,False
164,45,1.81,59,52,False,False
184,1,2.88,3,1,False,False
201,13,3.69,15,13,False,False
221,25,3.58,29,29,False,False
227,8,41.94,9,8,False,False
242,47,85.29,140,48,False,False
250,54,59.98,109,60,True,True
251,7,80.98,12,8,False,False
257,18,48.58,30,18,False,False
260,32,124.49,68,36,False,False
267,35,95.95,52,40,False,False
268,33,1.48,92,38,False,False
277,4,9.11,11,4,False,False
281,42,15.94,70,42,False,False
282,23,11.66,55,25,False,False
291,48,218.75,80,49,True,False
294,75,400.98,191,84,True,False
300,18,424.21,28,18,False,False
316,11,140.99,30,13,False,False
318,37,150.98,43,39,False,False
329,22,20.28,34,22,False,False
350,21,10.9,27,22,False,False
355,22,20.24,48,22,False,False
371,5,4.98,10,6,False,False
375,49,40.97,141,54,True,False
379,26,7.7,39,28,False,False
382,35,41.32,73,37,False,False
398,16,55.48,48,19,False,False
400,40,2.08,110,40,False,False
413,4,9.38,12,4,False,False
415,34,9.65,86,39,False,False
435,23,9.98,51,23,False,False
444,46,8.45,81,48,False,False
456,7,6.48,15,8,False,False
469,49,10.4,100,54,True,False
476,45,20.95,119,52,False,False
479,5,67.84,14,5,False,False
485,20,43.22,44,21,False,False
505,55,10.98,149,55,True,False
522,39,10.98,112,44,False,False
535,18,8.85,46,19,False,False
537,50,24.92,131,51,True,False
543,35,31.74,97,36,False,False
551,16,135.99,43,19,False,False
552,28,95.98,41,30,False,False
553,44,50.98,124,44,False,False
557,36,122.99,101,37,False,False
564,32,25.98,83,37,False,False
588,25,115.99,51,27,False,False
603,47,209.37,134,48,False,False
611,22,296.18,50,25,False,False
627,88,76.72,101,105,True,False
637,5,3.48,6,6,False,False
646,43,34.99,51,47,False,False
658,43,52.4,108,44,False,False
672,37,8.46,50,37,False,False
683,32,20.89,39,38,False,False
687,6,45.99,15,7,False,False
689,24,70.89,66,27,False,False
702,14,155.99,31,16,False,False
713,3,80.97,5,3,False,False
724,36,30.98,65,42,False,False
730,12,125.99,29,12,False,False
738,22,5.08,24,26,False,False
740,47,7.59,129,51,False,False
745,29,12.97,50,34,False,False
749,42,28.48,124,47,False,False
750,43,31.78,43,46,False,False
759,48,83.1,96,52,True,False
788,16,2.78,22,18,False,False
796,47,2.94,58,49,False,False
799,10,3.28,21,11,False,False
819,15,3.58,18,17,False,False
821,16,167.27,33,18,False,False
825,19,39.06,30,19,False,False
840,15,34.58,26,18,False,False
849,34,9.93,63,39,False,False
855,21,4.71,32,23,False,False
883,13,8.95,27,13,False,False
891,6,1.76,16,6,False,False
901,16,110.98,35,16,False,False
904,31,276.2,73,31,False,False
911,48,2.84,48,49,True,False
924,2,37.44,5,2,False,False
927,4,328.14,8,4,False,False
961,28,9.06,69,33,False,False
964,18,64.65,20,19,False,False
973,43,11.34,95,44,False,False
976,41,11.97,123,42,False,False
989,37,7.96,81,38,False,False
1006,21,125.99,34,24,False,False
1024,29,45.99,47,31,False,False
1034,28,205.99,69,28,False,False
1035,46,65.99,66,51,False,False
1042,32,1.68,56,32,False,False
1048,36,16.91,61,41,False,False
1052,42,48.91,114,49,False,False
1053,20,20.98,20,23,False,False
1072,38,99.99,69,41,False,False
1073,10,99.99,30,12,False,False
1079,23,5.98,23,24,False,False
1087,30,65.99,46,33,False,False
1099,29,26.38,52,32,False,False
1103,22,15.04,27,24,False,False
1108,15,1.8,32,17,False,False
1132,31,48.04,50,32,False,False
1137,16,40.99,34,19,False,False
1141,35,4.98,55,39,False,False
1142,34,6.68,45,35,False,False
1144,15,30.98,42,17,False,False
1152,20,19.98,32,24,False,False
1157,60,5.98,152,61,True,False
1158,74,4.98,164,88,True,False
1162,56,4.28,84,65,True,False
1164,8,22.84,23,8,False,False
1166,29,6.48,74,31,False,False
1168,20,12.28,43,22,False,False
1174,3,18.97,6,3,False,False
1185,45,4.28,47,46,False,False
1195,30,30.98,53,36,False,False
1203,6,30.98,9,7,False,False
1232,27,6.48,29,32,False,False
1243,41,6.48,82,49,False,False
1244,34,6.48,38,34,False,False
1253,26,65.99,26,31,False,False
6,25,9.9,62,25,False,False
16,10,20.99,29,11,False,False
19,29,200.99,71,33,False,False
22,28,24.98,32,33,False,False
47,18,65.99,51,19,False,False
53,21,115.99,41,25,False,False
68,12,115.99,28,13,False,False
81,46,35.99,136,52,False,False
87,54,20.99,62,60,True,False
89,25,55.99,34,27,False,False
90,50,20.99,144,54,True,False
93,14,85.99,27,15,False,True
94,20,35.99,21,21,False,False
103,29,4.38,64,31,False,False
116,49,14.45,119,51,True,False
127,20,12.98,54,21,False,False
140,43,6.04,122,45,False,False
142,49,152.48,81,57,True,False
155,18,12.22,22,19,False,False
172,17,30.53,17,18,False,False
177,9,3.08,9,9,False,False
185,18,4.91,34,19,False,False
193,28,4.13,37,33,False,False
209,26,22.38,74,27,False,False
221,44,3.58,131,51,False,False
227,16,41.94,16,18,False,True
229,31,4.98,87,36,False,False
250,53,59.98,148,59,True,False
260,19,124.49,39,19,False,False
274,35,17.52,104,36,False,False
292,46,3.25,110,50,False,False
293,58,348.21,69,61,True,False
301,46,212.6,65,53,False,False
304,46,150.98,48,55,False,False
306,19,100.98,44,22,False,False
310,38,155.99,41,39,False,False
318,3,150.98,7,3,False,False
323,52,449.99,109,59,True,False
327,14,3.36,14,14,False,False
328,34,8.69,95,39,False,False
333,42,67.28,101,45,False,False
336,3,550.98,3,3,False,False
351,40,1.82,116,41,False,False
355,11,20.24,14,11,False,False
380,15,105.34,20,17,False,False
386,43,415.88,90,44,False,False
388,9,5.85,19,10,False,False
396,24,3.8,33,28,False,False
415,12,9.65,12,14,False,False
420,48,2.23,113,53,True,False
425,15,12.44,21,18,False,False
436,21,15.14,43,21,False,False
448,1,1500.97,1,1,False,False
463,39,19.23,89,44,False,False
470,11,30.73,12,11,False,False
473,51,64.98,60,55,True,False
496,31,95.43,50,34,False,False
506,50,18.84,125,51,True,False
534,28,59.78,29,30,False,False
544,29,14.98,36,30,False,False
557,42,122.99,103,49,False,False
565,46,500.98,53,53,False,False
570,6,300.97,17,7,False,False
576,28,15.7,37,33,False,False
578,22,256.99,32,25,False,False
599,9,11.33,27,9,False,False
607,11,320.98,24,12,False,False
614,46,243.98,74,49,False,False
623,22,227.55,65,25,False,False
637,23,3.48,43,25,False,False
642,21,51.75,22,22,False,False
643,33,63.94,34,36,False,False
645,20,11.66,52,23,False,False
650,15,39.98,27,17,False,False
652,8,35.77,20,8,False,False
662,13,150.98,35,15,False,False
696,8,131.12,11,8,False,False
699,5,73.98,6,6,False,False
704,34,24.95,89,38,False,False
717,32,33.98,67,35,False,False
725,20,9.85,36,24,False,False
728,20,102.3,56,20,False,False
730,17,125.99,47,17,False,False
782,43,1.68,66,51,False,False
791,18,3.28,51,21,False,False
804,19,70.98,37,21,False,False
810,50,58.14,121,56,True,False
814,26,130.98,73,29,False,False
824,1,160.98,2,1,False,False
833,18,510.14,45,20,False,False
836,4,32.98,4,4,False,False
873,8,4.55,10,9,False,False
875,33,14.03,66,33,False,False
881,13,195.99,34,14,False,False
888,16,55.29,27,16,False,False
893,46,10.06,130,54,True,False
898,45,2.08,99,52,False,False
902,35,170.98,52,36,False,False
912,45,7.08,61,48,False,False
934,30,140.98,38,36,False,False
936,40,7.31,97,46,False,False
941,8,22.98,13,8,False,False
946,12,499.99,29,14,False,False
951,18,419.19,53,21,False,False
954,32,29.14,41,32,False,False
960,31,8.34,89,37,False,False
964,12,64.65,29,12,False,False
980,15,3.78,15,17,False,False
992,46,11.97,101,46,False,False
994,29,10.98,47,34,False,False
997,17,10.14,33,20,False,False
1017,11,14.98,23,12,False,False
1021,3,195.99,6,3,False,False
1042,41,45.98,54,41,False,False
1047,27,13.48,56,29,False,True
1048,24,16.91,31,27,False,False
1060,31,125.99,84,34,False,False
1067,20,6.7,28,23,False,False
1099,42,23.99,125,49,False,False
1110,38,7.1,67,38,False,False
1116,24,5.8,37,27,False,False
1118,40,6.45,110,48,False,False
1120,18,7.04,32,18,False,False
1123,39,8.17,110,46,False,False
1124,40,9.68,89,48,False,False
1160,25,5.78,26,28,False,False
1162,12,4.28,34,14,False,False
1167,22,35.44,35,24,False,False
1176,53,54.96,109,54,True,False
1193,32,6.48,36,32,False,False
1195,10,30.98,18,12,False,False
1209,20,6.48,21,22,False,False
1213,20,4.98,50,24,False,False
1225,9,6.48,23,9,False,False
1229,13,6.48,17,14,False,False
1230,17,6.48,20,17,False,False
1231,13,6.48,24,15,False,False
1247,10,19.98,19,11,False,False
0,39,3.71,84,45,False,False
1,17,11.09,48,20,False,False
3,39,8.74,82,42,False,False
4,2,7.64,2,2,False,False
7,53,4.84,53,61,True,False
10,31,3.68,72,34,False,False
34,46,20.98,48,52,False,False
38,18,18.65,20,18,False,False
39,17,136.98,47,19,False,False
42,34,175.99,42,38,False,False
52,48,65.99,80,53,False,False
63,39,39.48,48,45,False,False
69,49,13.79,58,58,True,False
74,48,40.99,98,56,True,False
79,29,35.99,68,29,False,False
83,64,85.99,179,70,True,False
86,35,55.99,102,39,False,False
88,31,35.99,64,32,False,False
92,40,55.99,119,42,False,False
93,49,85.99,137,51,True,False
97,16,20.99,24,18,False,False
111,4,29.74,9,4,False,False
122,17,3.29,43,18,False,False
134,32,3.14,70,33,False,False
144,49,30.93,145,54,True,False
150,45,5.81,82,54,False,False
160,50,7.3,131,59,True,False
161,43,5.18,89,43,False,False
165,36,5.28,63,40,False,False
173,8,2.88,17,9,False,False
174,24,4.91,63,24,False,False
175,44,2.61,116,45,False,False
195,67,4.91,93,72,True,False
196,47,6.3,47,49,False,False
197,33,3.75,48,37,False,False
202,11,3.15,14,12,False,False
208,47,2.88,110,53,False,False
227,55,41.94,105,60,True,False
234,13,1.7,14,13,False,False
240,46,3.57,66,50,False,False
241,20,100.8,37,24,False,False
252,6,30.98,17,7,False,False
255,7,27.48,21,7,False,False
259,35,16.99,35,42,False,False
260,35,124.49,75,37,False,False
271,39,4.63,65,43,False,False
277,32,9.11,82,37,False,False
306,3,100.98,7,3,False,False
316,28,140.99,35,31,False,False
318,7,150.98,14,8,False,False
320,21,199.99,22,21,False,False
331,38,80.98,57,40,False,False
343,10,5.16,27,10,False,False
344,42,37.76,44,49,False,False
348,28,56.96,61,30,False,False
349,2,16.16,5,2,False,False
360,6,26.48,16,6,False,True
361,7,9.77,17,7,False,False
384,12,92.23,30,12,False,False
391,48,36.55,97,51,False,False
393,50,8.34,83,54,True,False
398,22,55.48,33,26,False,False
419,19,15.31,19,22,False,False
420,18,2.23,21,20,False,False
432,36,12.07,48,40,False,False
437,24,4.18,28,24,False,False
451,30,270.97,63,32,False,False
454,5,4.06,7,6,False,False
456,23,6.48,55,25,False,False
458,31,50.98,79,33,False,False
462,36,25.38,63,42,False,False
466,14,22.23,23,16,False,False
476,12,20.95,12,12,False,False
490,34,13.43,80,36,False,False
494,44,60.22,115,48,False,False
499,7,161.55,16,8,False,False
501,36,8.04,102,37,False,False
515,5,420.98,6,6,False,False
535,46,8.85,82,50,False,False
545,36,99.23,73,41,False,False
547,20,280.98,39,20,False,False
559,37,350.99,88,41,False,False
564,42,25.98,60,43,False,False
583,44,119.99,74,48,False,False
584,61,8.5,61,66,True,False
585,16,808.49,27,18,False,False
586,25,400.97,69,25,False,False
602,5,280.98,14,5,False,False
610,33,44.43,49,34,False,False
614,33,243.98,48,35,False,False
617,21,70.98,49,22,False,False
620,3,159.31,5,3,False,False
626,3,300.65,3,3,False,False
641,50,46.94,138,57,True,False
643,37,63.94,110,41,False,False
649,37,20.89,88,43,False,False
651,9,30.98,10,10,False,False
652,24,35.77,40,25,False,False
658,6,52.4,15,7,False,False
659,9,3.98,17,10,False,False
664,34,8.32,41,34,False,True
665,12,7.28,35,12,False,False
672,38,8.46,91,38,False,False
675,21,35.41,44,23,False,False
684,41,7.4,89,42,False,False
692,43,90.24,43,45,False,False
694,19,177.98,41,20,False,False
698,33,40.48,81,34,False,False
701,29,110.99,43,29,False,False
704,38,24.95,49,45,False,False
705,34,10.67,64,40,False,False
713,41,80.97,115,45,False,False
720,20,29.99,37,23,False,False
738,14,5.08,40,14,False,False
747,36,17.48,67,43,False,False
750,38,31.78,102,41,False,False
767,20,179.99,37,21,False,False
770,16,162.93,21,18,False,False
776,47,5.84,88,54,False,False
790,47,4.28,122,49,False,False
800,48,4.57,128,56,False,False
805,50,12.64,56,50,True,False
810,35,58.14,105,40,False,False
826,48,90.98,140,57,False,False
829,43,306.14,55,51,False,False
831,34,442.14,72,39,False,False
840,44,34.58,120,48,False,False
847,49,11.58,86,51,True,False
848,24,2.16,60,27,False,False
869,2,20.98,4,2,False,False
884,33,12.28,86,38,False,False
887,11,15.28,12,12,False,False
895,14,880.98,32,14,False,False
918,47,40.97,47,54,False,False
934,37,140.98,39,37,False,False
946,5,499.99,14,6,False,False
949,4,11.35,5,4,False,False
950,38,70.98,88,38,False,False
951,1,419.19,3,1,False,False
962,34,19.98,88,36,False,False
965,44,78.8,129,44,False,False
967,10,4.48,27,10,False,False
978,34,5.58,70,36,False,False
982,46,30.98,61,52,False,False
983,5,4.98,15,6,False,False
987,43,2.47,53,51,False,False
993,32,5.68,68,33,False,False
998,19,1.88,25,22,False,False
1000,8,125.99,14,8,False,False
1001,16,65.99,27,18,False,False
1006,33,125.99,58,34,False,True
1011,16,2.18,46,18,False,False
1016,89,1.86,261,105,True,False
1020,27,65.99,65,27,False,False
1023,43,95.99,84,44,False,False
1026,6,14.48,7,6,False,False
1027,43,10.01,78,50,False,False
1040,20,105.98,36,23,False,False
1047,51,13.48,142,57,True,False
1055,5,101.41,11,6,False,False
1060,30,125.99,47,30,False,False
1094,24,29.89,63,26,False,False
1095,12,45.19,19,12,False,False
1100,31,4.73,75,33,False,False
1111,46,5.18,64,51,False,False
1112,43,40.98,68,47,False,False
1114,41,2.78,89,45,False,False
1117,10,6.54,19,10,False,False
1120,20,7.04,26,24,False,False
1124,33,9.68,98,39,False,False
1129,70,12.28,92,71,True,False
1132,14,48.04,34,14,False,False
1142,3,6.68,6,3,False,False
1143,29,5.78,87,31,False,False
1161,41,4.98,46,47,False,False
1162,3,4.28,3,3,False,False
1176,25,54.96,52,26,False,False
1185,50,4.28,74,53,True,False
1195,40,30.98,107,44,False,False
1210,21,6.48,51,22,False,False
1214,30,4.28,35,36,False,False
1215,24,22.84,64,26,False,False
1216,38,5.98,112,45,False,False
1217,44,6.48,120,50,False,False
1221,32,6.48,37,33,False,False
1225,47,6.48,69,47,False,False
1255,41,125.99,115,48,False,False
1259,16,125.99,41,16,False,False
2,117,15.67,162,137,True,False
11,39,208.16,105,42,False,False
13,43,2.6,114,44,False,False
16,9,20.99,25,9,False,False
51,46,65.99,83,46,False,False
62,47,140.99,101,55,True,False
64,44,8.33,88,47,False,False
65,10,65.99,16,11,False,False
72,21,4.13,43,25,False,False
87,39,20.99,80,44,False,False
93,4,85.99,12,4,False,False
98,22,85.99,35,23,False,False
99,50,35.99,71,59,True,False
101,15,85.99,36,18,False,False
103,18,4.38,36,19,False,False
106,33,21.38,62,34,False,False
123,5,6.84,6,5,False,False
125,17,13.9,40,17,False,False
135,45,6.88,76,51,False,False
138,21,5.88,21,25,False,False
141,11,5.68,27,13,False,False
161,17,5.18,24,19,False,False
173,10,2.88,30,10,False,False
179,26,2.88,63,29,False,False
184,37,2.88,39,39,False,False
193,46,4.13,79,48,False,False
202,37,3.15,52,41,False,False
208,11,2.88,31,12,False,False
209,34,22.38,48,39,False,False
210,32,5.98,89,37,False,False
